Tanker Type,Tile,"NW Coor (Long, Lat)","NE Coor (Long, Lat)","SE Coor (Long, Lat)","SW Coor (Long, Lat)",Capture Date,County,State
external_floating_roof_tank,m_4011109_ne_12_060_20180828,"(-111.92198081510088, 40.83690544634479)","(-111.92149200139986, 40.83690544634479)","(-111.92149200139986, 40.83655262294515)","(-111.92198081510088, 40.83655262294515)",20180828,Davis,49
external_floating_roof_tank,m_4011109_ne_12_060_20180828,"(-111.92101975616889, 40.839966946882186)","(-111.92076814889066, 40.839966946882186)","(-111.92076814889066, 40.839785186015234)","(-111.92101975616889, 40.839785186015234)",20180828,Davis,49
external_floating_roof_tank,m_4011109_ne_12_060_20180828,"(-111.91956904322207, 40.83798948423591)","(-111.91938223723382, 40.83798948423591)","(-111.91938223723382, 40.83786125354673)","(-111.91956904322207, 40.83786125354673)",20180828,Davis,49
external_floating_roof_tank,m_3908004_ne_17_060_20180701,"(-80.55214642827892, 39.96560627454262)","(-80.55182492171973, 39.96560627454262)","(-80.55182492171973, 39.965350956537435)","(-80.55214642827892, 39.965350956537435)",20180701,Marshall,54
external_floating_roof_tank,m_3908004_ne_17_060_20180701,"(-80.55199723766837, 39.96585977461758)","(-80.55161959840343, 39.96585977461758)","(-80.55161959840343, 39.96559342748361)","(-80.55199723766837, 39.96559342748361)",20180701,Marshall,54
external_floating_roof_tank,m_3908004_ne_17_060_20180701,"(-80.55189446897711, 39.96545934277174)","(-80.55151679697849, 39.96545934277174)","(-80.55151679697849, 39.965198401038705)","(-80.55189446897711, 39.965198401038705)",20180701,Marshall,54
external_floating_roof_tank,m_3908004_ne_17_060_20180701,"(-80.55126274705512, 39.966446175948334)","(-80.55087801130942, 39.966446175948334)","(-80.55087801130942, 39.96619061072275)","(-80.55126274705512, 39.96619061072275)",20180701,Marshall,54
external_floating_roof_tank,m_3908004_ne_17_060_20180701,"(-80.55160046195354, 39.966371799702074)","(-80.55123683687651, 39.966371799702074)","(-80.55123683687651, 39.966110911393585)","(-80.55160046195354, 39.966110911393585)",20180701,Marshall,54
external_floating_roof_tank,m_3908004_ne_17_060_20180701,"(-80.55179187811612, 39.96610765158273)","(-80.55141420296707, 39.96610765158273)","(-80.55141420296707, 39.965846709528)","(-80.55179187811612, 39.965846709528)",20180701,Marshall,54
external_floating_roof_tank,m_3908004_ne_17_060_20180701,"(-80.55146976997425, 39.965944230187475)","(-80.55107098555122, 39.965944230187475)","(-80.55107098555122, 39.965688611257804)","(-80.55146976997425, 39.965688611257804)",20180701,Marshall,54
external_floating_roof_tank,m_3908004_ne_17_060_20180701,"(-80.55168215553904, 39.96569638094297)","(-80.55126935644756, 39.96569638094297)","(-80.55126935644756, 39.965435302640856)","(-80.55168215553904, 39.965435302640856)",20180701,Marshall,54
external_floating_roof_tank,m_4208348_sw_17_060_20180706,"(-83.11427206213877, 42.273996189485025)","(-83.11399725176612, 42.273996189485025)","(-83.11399725176612, 42.273828348416686)","(-83.11427206213877, 42.273828348416686)",20180706,Wayne,26
external_floating_roof_tank,m_4208348_sw_17_060_20180706,"(-83.11430209845273, 42.27380651666235)","(-83.11410907667972, 42.27380651666235)","(-83.11410907667972, 42.27369120145811)","(-83.11430209845273, 42.27369120145811)",20180706,Wayne,26
external_floating_roof_tank,m_3510121_se_14_060_20180913,"(-101.37396415408958, 35.69016722040324)","(-101.37369608266535, 35.69016722040324)","(-101.37369608266535, 35.69006975104656)","(-101.37396415408958, 35.69006975104656)",20180913,Hutchinson,48
external_floating_roof_tank,m_3510121_se_14_060_20180913,"(-101.37433867288483, 35.68647675117607)","(-101.37391246185479, 35.68647675117607)","(-101.37391246185479, 35.686187702281806)","(-101.37433867288483, 35.686187702281806)",20180913,Hutchinson,48
external_floating_roof_tank,m_3510121_se_14_060_20180913,"(-101.37482243554008, 35.68803562227939)","(-101.37440251913274, 35.68803562227939)","(-101.37440251913274, 35.68773563445497)","(-101.37482243554008, 35.68773563445497)",20180913,Hutchinson,48
external_floating_roof_tank,m_3510121_se_14_060_20180913,"(-101.3741013725706, 35.68942897882752)","(-101.37368145110892, 35.68942897882752)","(-101.37368145110892, 35.689128988726644)","(-101.3741013725706, 35.689128988726644)",20180913,Hutchinson,48
external_floating_roof_tank,m_4712239_nw_10_060_20191011,"(-122.2395909247362, 47.4716668504235)","(-122.23935448708083, 47.4716668504235)","(-122.23935448708083, 47.47149791831713)","(-122.2395909247362, 47.47149791831713)",20191011,King,53
external_floating_roof_tank,m_4712239_nw_10_060_20191011,"(-122.23922375113105, 47.47172920190706)","(-122.23897927477714, 47.47172920190706)","(-122.23897927477714, 47.47156561456185)","(-122.23922375113105, 47.47156561456185)",20191011,King,53
external_floating_roof_tank,m_4712239_nw_10_060_20191011,"(-122.23913897616215, 47.471534280919585)","(-122.2389026963819, 47.471534280919585)","(-122.2389026963819, 47.47135455121795)","(-122.23913897616215, 47.47135455121795)",20191011,King,53
external_floating_roof_tank,m_4712239_nw_10_060_20191011,"(-122.2394905365384, 47.47145023077848)","(-122.23923817685082, 47.47145023077848)","(-122.23923817685082, 47.47128119285532)","(-122.2394905365384, 47.47128119285532)",20191011,King,53
external_floating_roof_tank,m_4712239_nw_10_060_20191011,"(-122.23984113270986, 47.472537723988786)","(-122.23940735777411, 47.472537723988786)","(-122.23940735777411, 47.47224870932037)","(-122.23984113270986, 47.47224870932037)",20191011,King,53
external_floating_roof_tank,m_4712239_nw_10_060_20191011,"(-122.2392581264377, 47.47265803236608)","(-122.23882411997172, 47.47265803236608)","(-122.23882411997172, 47.47238521051321)","(-122.2392581264377, 47.47238521051321)",20191011,King,53
external_floating_roof_tank,m_4712239_nw_10_060_20191011,"(-122.23905711622491, 47.472240987474834)","(-122.23862365981851, 47.472240987474834)","(-122.23862365981851, 47.47193037652494)","(-122.23905711622491, 47.47193037652494)",20191011,King,53
external_floating_roof_tank,m_4712239_nw_10_060_20191011,"(-122.23968796687805, 47.47211559841413)","(-122.23920650366529, 47.47211559841413)","(-122.23920650366529, 47.47182086799259)","(-122.23968796687805, 47.47182086799259)",20191011,King,53
external_floating_roof_tank,m_3908614_sw_16_060_20180903,"(-86.33104874183309, 39.80729631720953)","(-86.33064468560188, 39.80729631720953)","(-86.33064468560188, 39.80703990872998)","(-86.33104874183309, 39.80703990872998)",20180903,Hendricks,18
external_floating_roof_tank,m_4609811_nw_14_060_20180910,"(-98.71014555714328, 46.86471907902272)","(-98.70998869627131, 46.86471907902272)","(-98.70998869627131, 46.86461069373197)","(-98.71014555714328, 46.86461069373197)",20180910,Stutsman,38
external_floating_roof_tank,m_2909524_se_15_060_20181120,"(-95.06413571446268, 29.626706611627363)","(-95.06398209553343, 29.626706611627363)","(-95.06398209553343, 29.626465405862948)","(-95.06413571446268, 29.626465405862948)",20181120,Harris,48
external_floating_roof_tank,m_2909524_se_15_060_20181120,"(-95.06414432194354, 29.62712871213195)","(-95.0639393855665, 29.62712871213195)","(-95.0639393855665, 29.62680169292607)","(-95.06414432194354, 29.62680169292607)",20181120,Harris,48
external_floating_roof_tank,m_2909524_se_15_060_20181120,"(-95.01320868079425, 29.682591828479264)","(-95.01287557469077, 29.682591828479264)","(-95.01287557469077, 29.68236411843223)","(-95.01320868079425, 29.68236411843223)",20181120,Harris,48
external_floating_roof_tank,m_2909524_se_15_060_20181120,"(-95.06382360748243, 29.62628923483117)","(-95.06371057321452, 29.62628923483117)","(-95.06371057321452, 29.626215208250375)","(-95.06382360748243, 29.626215208250375)",20181120,Harris,48
external_floating_roof_tank,m_2909524_se_15_060_20181120,"(-95.0640541432098, 29.627871732747998)","(-95.06362025000216, 29.627871732747998)","(-95.06362025000216, 29.627559103212693)","(-95.0640541432098, 29.627559103212693)",20181120,Harris,48
external_floating_roof_tank,m_4810154_ne_14_060_20181019,"(-101.25429210805925, 48.24320306050504)","(-101.2536936264902, 48.24320306050504)","(-101.2536936264902, 48.24282610209406)","(-101.25429210805925, 48.24282610209406)",20181019,Ward,38
external_floating_roof_tank,m_4810154_ne_14_060_20181019,"(-101.2542330401349, 48.242227080297035)","(-101.25372647700962, 48.242227080297035)","(-101.25372647700962, 48.24191850031438)","(-101.2542330401349, 48.24191850031438)",20181019,Ward,38
external_floating_roof_tank,m_4810154_ne_14_060_20181019,"(-101.25421838015602, 48.24134200438231)","(-101.25372797573958, 48.24134200438231)","(-101.25372797573958, 48.24103310745251)","(-101.25421838015602, 48.24103310745251)",20181019,Ward,38
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.26180053463587, 29.7000367961348)","(-95.26168193210894, 29.7000367961348)","(-95.26168193210894, 29.700000932281373)","(-95.26180053463587, 29.700000932281373)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25184025953817, 29.71406351059904)","(-95.25129869792983, 29.71406351059904)","(-95.25129869792983, 29.713969878803464)","(-95.25184025953817, 29.713969878803464)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25568228209747, 29.714506898048718)","(-95.25497438274886, 29.714506898048718)","(-95.25497438274886, 29.713907307996035)","(-95.25568228209747, 29.713907307996035)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.24838157005246, 29.70744824187149)","(-95.24784496801031, 29.70744824187149)","(-95.24784496801031, 29.707018912145273)","(-95.24838157005246, 29.707018912145273)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25170265306994, 29.708176658095795)","(-95.25102665854588, 29.708176658095795)","(-95.25102665854588, 29.707614391348415)","(-95.25170265306994, 29.707614391348415)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25197917498626, 29.721395567860664)","(-95.25156207215649, 29.721395567860664)","(-95.25156207215649, 29.721045416507256)","(-95.25197917498626, 29.721045416507256)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25471531869253, 29.71452337384584)","(-95.25406478261321, 29.71452337384584)","(-95.25406478261321, 29.713993168652287)","(-95.25471531869253, 29.713993168652287)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25179727399455, 29.718248381187546)","(-95.25153978155977, 29.718248381187546)","(-95.25153978155977, 29.717825146261518)","(-95.25179727399455, 29.717825146261518)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25205154263406, 29.718249467603197)","(-95.25179416997369, 29.718249467603197)","(-95.25179416997369, 29.717831644029825)","(-95.25205154263406, 29.717831644029825)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25193778965236, 29.71454359572713)","(-95.25171021245322, 29.71454359572713)","(-95.25171021245322, 29.71407113590366)","(-95.25193778965236, 29.71407113590366)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.28714168761636, 29.745783341773468)","(-95.28704027201788, 29.745783341773468)","(-95.28704027201788, 29.745687665488724)","(-95.28714168761636, 29.745687665488724)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.28725157249443, 29.74570566288917)","(-95.28716317166688, 29.74570566288917)","(-95.28716317166688, 29.745636825494586)","(-95.28725157249443, 29.745636825494586)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.28724960677255, 29.7456190925641)","(-95.28716740628418, 29.7456190925641)","(-95.28716740628418, 29.745550147951644)","(-95.28724960677255, 29.745550147951644)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.28705070700182, 29.745600880738255)","(-95.2869877216433, 29.745600880738255)","(-95.2869877216433, 29.74555866761746)","(-95.28705070700182, 29.74555866761746)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.28699613308684, 29.74565595204785)","(-95.28693290203276, 29.74565595204785)","(-95.28693290203276, 29.74560291760883)","(-95.28699613308684, 29.74560291760883)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.28438630943305, 29.745722701881704)","(-95.2842979104198, 29.745722701881704)","(-95.2842979104198, 29.745653862467577)","(-95.28438630943305, 29.745653862467577)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.26181742962198, 29.69996072760583)","(-95.2616912957922, 29.69996072760583)","(-95.2616912957922, 29.69986545106466)","(-95.26181742962198, 29.69986545106466)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.26216571785933, 29.69973285028121)","(-95.26182450222818, 29.69973285028121)","(-95.26182450222818, 29.699446386001053)","(-95.26216571785933, 29.699446386001053)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.26180626026002, 29.69973899155919)","(-95.26168632427293, 29.69973899155919)","(-95.26168632427293, 29.6996436091196)","(-95.26180626026002, 29.6996436091196)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25192938723028, 29.703333699834694)","(-95.2517463907729, 29.703333699834694)","(-95.2517463907729, 29.703190665078388)","(-95.25192938723028, 29.703190665078388)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25198199134327, 29.70430170808171)","(-95.25190628863159, 29.70430170808171)","(-95.25190628863159, 29.704243454296883)","(-95.25198199134327, 29.704243454296883)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.27172900868366, 29.719141878426058)","(-95.27155847491225, 29.719141878426058)","(-95.27155847491225, 29.719004072313925)","(-95.27172900868366, 29.719004072313925)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.27311079414179, 29.720195302534478)","(-95.27299726509057, 29.720195302534478)","(-95.27299726509057, 29.720110647444898)","(-95.27311079414179, 29.720110647444898)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.24741821465685, 29.707345517378922)","(-95.24696838985852, 29.707345517378922)","(-95.24696838985852, 29.706914710665703)","(-95.24741821465685, 29.706914710665703)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25094283757309, 29.704968924954418)","(-95.25079131160487, 29.704968924954418)","(-95.25079131160487, 29.70484700533171)","(-95.25094283757309, 29.70484700533171)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25048239193332, 29.7079538301836)","(-95.24980628444456, 29.7079538301836)","(-95.24980628444456, 29.7073861459213)","(-95.25048239193332, 29.7073861459213)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25684368446437, 29.723456186573454)","(-95.25660983975898, 29.723456186573454)","(-95.25660983975898, 29.723259899192335)","(-95.25684368446437, 29.723259899192335)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25712581147698, 29.72331605373013)","(-95.25680384831759, 29.72331605373013)","(-95.25680384831759, 29.723061728360157)","(-95.25712581147698, 29.723061728360157)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25806392268966, 29.72339206794718)","(-95.25768483330812, 29.72339206794718)","(-95.25768483330812, 29.723079178312055)","(-95.25806392268966, 29.723079178312055)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25261529852396, 29.721834008353518)","(-95.2521981916932, 29.721834008353518)","(-95.2521981916932, 29.72148385923906)","(-95.25261529852396, 29.72148385923906)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.252439587155, 29.72146351228617)","(-95.25202260336559, 29.72146351228617)","(-95.25202260336559, 29.72111877328475)","(-95.252439587155, 29.72111877328475)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.2526641463739, 29.720967120425847)","(-95.25225372546684, 29.720967120425847)","(-95.25225372546684, 29.72063850893759)","(-95.2526641463739, 29.72063850893759)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25298748918934, 29.720728863500845)","(-95.2525516685582, 29.720728863500845)","(-95.2525516685582, 29.720373621066067)","(-95.25298748918934, 29.720373621066067)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.2532440056938, 29.72027522953777)","(-95.252732229008, 29.72027522953777)","(-95.252732229008, 29.719850913733694)","(-95.2532440056938, 29.719850913733694)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25137813211116, 29.71780624474113)","(-95.25103700120461, 29.71780624474113)","(-95.25103700120461, 29.71752516576355)","(-95.25137813211116, 29.71752516576355)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25089322553109, 29.71830706269295)","(-95.25055841356648, 29.71830706269295)","(-95.25055841356648, 29.718031287900033)","(-95.25089322553109, 29.718031287900033)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.2516185230368, 29.718852249482346)","(-95.251112838394, 29.718852249482346)","(-95.251112838394, 29.718422410326962)","(-95.2516185230368, 29.718422410326962)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25068689642579, 29.718786903214102)","(-95.25011218463118, 29.718786903214102)","(-95.25011218463118, 29.718320343905866)","(-95.25068689642579, 29.718320343905866)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25024428678758, 29.719238283961143)","(-95.24967589331455, 29.719238283961143)","(-95.24967589331455, 29.71877702820554)","(-95.25024428678758, 29.71877702820554)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.29158095072613, 29.74570109345815)","(-95.29151771737438, 29.74570109345815)","(-95.29151771737438, 29.745648061343008)","(-95.29158095072613, 29.745648061343008)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.29127713854817, 29.745706356643606)","(-95.2912077050968, 29.745706356643606)","(-95.2912077050968, 29.745653431776347)","(-95.29127713854817, 29.745653431776347)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.2528506262546, 29.718766327559745)","(-95.25243997255204, 29.718766327559745)","(-95.25243997255204, 29.71842689451403)","(-95.2528506262546, 29.71842689451403)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25324637934663, 29.718716287463558)","(-95.2529622376917, 29.718716287463558)","(-95.2529622376917, 29.718488372055045)","(-95.25324637934663, 29.718488372055045)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25175265691898, 29.72013822706461)","(-95.25123468804627, 29.72013822706461)","(-95.25123468804627, 29.719714010560534)","(-95.25175265691898, 29.719714010560534)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25013145624166, 29.72029570980732)","(-95.24975872162328, 29.72029570980732)","(-95.24975872162328, 29.719988100808735)","(-95.25013145624166, 29.719988100808735)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.24803089590925, 29.71118907772141)","(-95.24795506919611, 29.71118907772141)","(-95.24795506919611, 29.711125411058052)","(-95.24803089590925, 29.711125411058052)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25759289908392, 29.72201982957478)","(-95.25745385746202, 29.72201982957478)","(-95.25745385746202, 29.721903118921063)","(-95.25759289908392, 29.721903118921063)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25721403722301, 29.721993815138745)","(-95.25704959475728, 29.721993815138745)","(-95.25704959475728, 29.721850473069217)","(-95.25721403722301, 29.721850473069217)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.2570731573555, 29.722071997804598)","(-95.25694031515698, 29.722071997804598)","(-95.25694031515698, 29.72195518085798)","(-95.2570731573555, 29.72195518085798)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25335927886665, 29.724046023953765)","(-95.25305591933083, 29.724046023953765)","(-95.25305591933083, 29.72379137243291)","(-95.25335927886665, 29.72379137243291)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25225719055919, 29.723014692546705)","(-95.25197887464702, 29.723014692546705)","(-95.25197887464702, 29.72277043778824)","(-95.25225719055919, 29.72277043778824)",20201130,Harris,48
external_floating_roof_tank,m_2909522_ne_15_060_20201130,"(-95.25230875141004, 29.722824365166904)","(-95.25222671397704, 29.722824365166904)","(-95.25222671397704, 29.722760807165518)","(-95.25230875141004, 29.722760807165518)",20201130,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01652641880023, 29.727634058409574)","(-95.01630572945383, 29.727634058409574)","(-95.01630572945383, 29.727453369747522)","(-95.01652641880023, 29.727453369747522)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01464353600275, 29.738933167960983)","(-95.01415816503953, 29.738933167960983)","(-95.01415816503953, 29.73854538920656)","(-95.01464353600275, 29.73854538920656)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01520485705889, 29.738155935580682)","(-95.0147130707001, 29.738155935580682)","(-95.0147130707001, 29.737757429950225)","(-95.01520485705889, 29.737757429950225)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01179421871852, 29.73757989944219)","(-95.01161104388208, 29.73757989944219)","(-95.01161104388208, 29.737414873004703)","(-95.01179421871852, 29.737414873004703)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01178460099541, 29.742690174268688)","(-95.01157607133318, 29.742690174268688)","(-95.01157607133318, 29.742498467390455)","(-95.01178460099541, 29.742498467390455)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.0150708979629, 29.741692838805072)","(-95.01463162452727, 29.741692838805072)","(-95.01463162452727, 29.741439691936165)","(-95.0150708979629, 29.741439691936165)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01421349466523, 29.733244954843897)","(-95.01375328073983, 29.733244954843897)","(-95.01375328073983, 29.732873030274327)","(-95.01421349466523, 29.732873030274327)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01289950377974, 29.733292016270678)","(-95.01243929419411, 29.733292016270678)","(-95.01243929419411, 29.732920086914206)","(-95.01289950377974, 29.732920086914206)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.02196176428221, 29.744440487740178)","(-95.02143858854909, 29.744440487740178)","(-95.02143858854909, 29.744026249286676)","(-95.02196176428221, 29.744026249286676)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01764873984044, 29.733198032180148)","(-95.01713771819779, 29.733198032180148)","(-95.01713771819779, 29.732767348542236)","(-95.01764873984044, 29.732767348542236)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01486549895888, 29.73359230433657)","(-95.0144494425527, 29.73359230433657)","(-95.0144494425527, 29.73325760284979)","(-95.01486549895888, 29.73325760284979)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01647383125712, 29.7361661728778)","(-95.01605144964729, 29.7361661728778)","(-95.01605144964729, 29.735826160181976)","(-95.01647383125712, 29.735826160181976)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.02122110114237, 29.73658634575565)","(-95.02065358903505, 29.73658634575565)","(-95.02065358903505, 29.736124060310924)","(-95.02122110114237, 29.736124060310924)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01831157909395, 29.737182912613957)","(-95.01781967778959, 29.737182912613957)","(-95.01781967778959, 29.73677900722433)","(-95.01831157909395, 29.73677900722433)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.00572679982879, 29.746560622493423)","(-95.00533584482201, 29.746560622493423)","(-95.00533584482201, 29.746241752857873)","(-95.00572679982879, 29.746241752857873)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.00350216882983, 29.747303473290128)","(-95.00314885692416, 29.747303473290128)","(-95.00314885692416, 29.747005680089227)","(-95.00350216882983, 29.747005680089227)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.00244625791383, 29.74692429157031)","(-95.0023454202587, 29.74692429157031)","(-95.0023454202587, 29.74684461869086)","(-95.00244625791383, 29.74684461869086)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01076357223857, 29.733178332474473)","(-95.01030989504534, 29.733178332474473)","(-95.01030989504534, 29.732822536004132)","(-95.01076357223857, 29.732822536004132)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01139087067406, 29.733531488210957)","(-95.01094295845375, 29.733531488210957)","(-95.01094295845375, 29.73315395330662)","(-95.01139087067406, 29.73315395330662)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01903947372371, 29.727693180058665)","(-95.01881268812483, 29.727693180058665)","(-95.01881268812483, 29.72751800200937)","(-95.01903947372371, 29.72751800200937)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-94.99824937522592, 29.75019242086404)","(-94.99791923915474, 29.75019242086404)","(-94.99791923915474, 29.749499093362363)","(-94.99824937522592, 29.749499093362363)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01133604682802, 29.72394540135836)","(-95.01087523985458, 29.72394540135836)","(-95.01087523985458, 29.7235409939335)","(-95.01133604682802, 29.7235409939335)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.00699362046865, 29.747250548005677)","(-95.00667847820696, 29.747250548005677)","(-95.00667847820696, 29.74700090494004)","(-95.00699362046865, 29.74700090494004)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.00284025217144, 29.752699710974863)","(-95.00217396379398, 29.752699710974863)","(-95.00217396379398, 29.752574466211104)","(-95.00284025217144, 29.752574466211104)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01154773880666, 29.73890448570348)","(-95.01110632590377, 29.73890448570348)","(-95.01110632590377, 29.738543093402487)","(-95.01154773880666, 29.738543093402487)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01808935578148, 29.732590440382797)","(-95.01757224339151, 29.732590440382797)","(-95.01757224339151, 29.732165264510563)","(-95.01808935578148, 29.732165264510563)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01504079002616, 29.74142804738083)","(-95.01486456143253, 29.74142804738083)","(-95.01486456143253, 29.74130081299064)","(-95.01504079002616, 29.74130081299064)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.0202372041869, 29.74350868877948)","(-95.01972655108453, 29.74350868877948)","(-95.01972655108453, 29.74309966514354)","(-95.0202372041869, 29.74309966514354)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.02109012419822, 29.743972027585283)","(-95.0205856666004, 29.743972027585283)","(-95.0205856666004, 29.7435629128291)","(-95.02109012419822, 29.7435629128291)",20201118,Harris,48
external_floating_roof_tank,m_2909524_ne_15_060_20201118,"(-95.01735906886178, 29.726782310967476)","(-95.0169365091563, 29.726782310967476)","(-95.0169365091563, 29.726431475699336)","(-95.01735906886178, 29.726431475699336)",20201118,Harris,48
